TypeData.CompTypeID,TypeData.GenCompType,long_description,failure_locations
SWGR_Panel_HeatTrace_1_V0,Switchgear - Panel - Process Heat Trace_Chromolox,"The equipment Switchgear - Panel - Process Heat Trace_Chromolox, is categorized as Electrical Asset and has the following boundary: The boundary of a Chromolox type Process Heat Trace Panel consists of the following: - Programmable Logic Controller (PLC) - Heat Trace Tape - RTDs, Current transformers (CT), Silicon Controlled Rectifier (SSR), EOL indicator lights, and Electromagnetic relay - Control Power Transformer (CPT) - Network Interface Module - Disconnect switch and fuses - Ground Fault Module - Cabinet and fans  The following are excluded: - Specific runs of heat trace tape","The failure locations for Switchgear - Panel - Process Heat Trace_Chromolox are: {'Relay - Coils', 'Current Transformer', 'Ground Fault Module', 'PLC (Programmable Logic Controller)', 'Relay - Mechanical Assembly', 'Network Interface Module', 'Wiring and terminations', ""RTD's"", 'Cabinet or Enclosure Cooling Fans', 'Rectifier (SSR)', 'Disconnect Switch - Manual', 'Cabinet or Enclosure', 'Fuses', 'Relay - socket', 'Relay - Contacts', 'Indicator or Status Lights', 'Heat Trace Tape', 'Transformer - Control Circuit'}"
SWGR_PwrCtrl_1,Switchgear - Power and Control Panel,"The equipment Switchgear - Power and Control Panel, is categorized as Electrical Asset and has the following boundary: The boundary of the Switchgear - Power and Control Panel is defined to include the following: - Distribution Assembly with line filters, control power transformers - Main disconnect switch - Main circuit breaker - Aux circuit breaker(s) - Status lights - Line filter - Phase reversal or loss detection relays - Surge protector - Terminal strips - Wiring and connectors","The failure locations for Switchgear - Power and Control Panel are: {'Status lights', 'Line filter', 'Terminal strips', 'Surge protector', 'Control fuse', 'Main circuit breaker', 'Manual disconnect switch', 'Phase reversal or loss detection relay', 'Electrical devices: includes control transformer, fuse block, switches, and secondary disconnects', 'Circuit breakers', 'Enclosure', 'Wiring, cables, and connectors'}"
SWGR_SFC_AirCooled_V0,Static Frequency Converter (SFC) - Air Cooled,"The equipment Static Frequency Converter (SFC) - Air Cooled, is categorized as Electrical Asset and has the following boundary: The Gas Turbine - Static Starter - Static Frequency Converter (SFC) air cooled type, as described below, is one of the individual major components comprising a Gas Turbine Static Starter.   The Static Frequency Converter (SFC) air cooled type includes: - Thyristors/SCRs, Heat Sinks; Cooling Fans, Backplane, Current Transformers, Filter Resistors, MOV, Wiring and Connections, Piping and Connections, DC Link Reactor, Enclosure, Heater, Thermostat, Wiring & Connections, Grounding, Filters - Cooling (SSD), including: Cooling Fans, Motors and Controls  The following are excluded from treatment: - Generator - Protective Relays (Current & Voltage) - Supply breakers to isolation transformer - Excitation Voltage Controller - Room HVAC units - All electrical connections to control room and generator/exciter","The failure locations for Static Frequency Converter (SFC) - Air Cooled are: {'Thyristor/SCR - Capacitors', 'Cabinet or Enclosure - Wiring, Cables and Connections', 'Thyristor/SCR - Heatsink', 'DC Link Reactor', 'Thyristor/SCR - Cooling Fan Motor Controls - Indication (Status - LEDs or Lamps)', 'Cabinet or Enclosure - Station Grounding', 'Thyristor/SCR - Rack and Backplane - Current Feedback Burden Resistors', 'Cabinet or Enclosure - Heater Thermostat', 'Thyristor/SCR - Cooling Fan Motor Controls - Manual Disconnect Switch', 'Thyristor/SCR - Rack and Backplane', 'Thyristor/SCR - Cooling Fan Motor Controls - Terminal Strips', 'Thyristor/SCR - Fuses', 'Thyristor/SCR - Cooling Fan Motor Controls - Contactor or Starter', 'Wiring, Cables and Connections', 'Thyristor/SCR - Cooling Fan Motor Controls - Device Lubricant (Internal to contactor/starter, molded case breaker, disconnect switch, etc.)', 'Thyristor/SCR - Filter Resistors (Air Cooled)', 'Thyristor/SCR - Cooling Fan Motor Controls - Electrical devices (control transformer, fuse & fuse block)', 'Cabinet or Enclosure - Cabinet Filter', 'Cabinet or Enclosure - Heater', 'Cabinet or Enclosure', 'Field Breaker, if present', 'Current Transformer', 'Thyristor/SCR - Metal Oxide Varistor (MOV)', 'Thyristor/SCR - Cooling Fan Motor Controls - Control Switch', 'Thyristor/SCR - Cooling Fan', 'Thyristor/SCR', 'Thyristor/SCR - Cooling Fan Motor Controls -Molded Case Breaker'}"
SWGR_VFD_600V_V0,Switchgear - Variable Frequency Drive - 600V (VFD),"The equipment Switchgear - Variable Frequency Drive - 600V (VFD), is categorized as Electrical Asset and has the following boundary: The boundary of a Switchgear - Variable Frequency Drive - 600V class (VFD) that is designed for AC motor control in HVAC installation, includes the following  - Cooling Fans - Capacitors - Rectifier (FWR) - Inverter (IGBTS - insulated gate bipolar transistor, a three-terminal power semiconductor device primarily used as an electronic switch) -  Air filters - Control power transformers (CPTs) and Current transformers (CTs) - Bypass contactor and Disconnect switch - Power supply - Logic boards  The following are excluded: - Power and control cables to and from the controller - Driven AC motor load - AC cooling - closed loop system - air conditioning unit and all peripheral components associated with outdoor types of VFD's including ducts, dampers, controls, filters, and insulation","The failure locations for Switchgear - Variable Frequency Drive - 600V (VFD) are: {'Enclosure Cooling Fans', 'Air Filters', 'Control Panel', 'Power Supply', 'Heatsink', 'Disconnect Switch - Manual', 'Wiring and Cables (Power , Control, and Communications)', 'RFI Filter', 'Communications Module, if present', 'Relays', 'Cabinet or Enclosure', 'Terminal strips and Terminations', 'Contactor', 'Terminal strips', 'Current Transformer', 'Electrolytic Capacitor', 'Lubricant - Contactor and Disconnect Switch', 'Rectifier - Control Circuit Module (Full Wave)', 'Printed Circuit Logic Boards', 'Battery (Assist Control Panel), if present', 'Inverter (IGBT)', 'Transformer - Control Circuit'}"
SwitchLimit_2_V0,Switch - Large Mechanical Limit Type,"The equipment Switch - Large Mechanical Limit Type, is categorized as Fixed Asset and has the following boundary: The boundary of a Switch - Large Mechanical Limit Type is:  - Switch - Actuating Mechanism - Wiring and connections","The failure locations for Switch - Large Mechanical Limit Type are: {'Wiring', 'Actuator arm', 'Switch', 'Steel roller'}"
Tank_Mixer_1,Tank Mixer or Agitator,"The equipment Tank Mixer or Agitator, is categorized as Rotating Asset and has the following boundary: The boundary of a  tank type mixer - agitator is defined to include the following: ,Mixer - Agitator with shaft and paddle - Electric motor ,All connected cables, at the motor itself ,All mounting and base plates ,Mixer drive pulleys and belts","The failure locations for Tank Mixer or Agitator are: {'Belts', 'Agitator Bearings - Antifriction', 'Packing Gland', 'Motor Bearings - Antifriction', 'Motor Gaskets', 'Lubrication Delivery Tubes', 'Agitator Bearing Grease Seals', 'Safety Guards', 'Motor Leads and Electrical Connections', 'Frame and Mounting including hardware', 'Motor Shaft', 'Motor Stator Windings', 'Motor Endbells or Bearing Housings', 'Lubrication - Grease', 'Motor Fan', 'Packing (mixer shaft)', 'Motor Stator Laminations', 'Start-Stop Controls', 'Motor Space Heaters', 'Agitator Shaft', 'Pulleys', 'Motor Rotor bars and shorting rings (cast type)', 'Tank or Vessel', 'Agitator Blades or Paddle', 'Motor Bearing Grease Seals'}"
TankandHeater_1_V0,Tank with Electric Heater,"The equipment Tank with Electric Heater, is categorized as Fixed Asset and has the following boundary: The Tank with Electric Heater is comprised of:  - Tank - Internal coating, if present - Access hatch - Breather, if present - Immersion Heaters - Gaskets, if present - Flex hose, piping, fittings, integral to the tank, if any  Excluded are: - Valves, if present, e.g. safety relief, isolation, temperature control - Filters and strainers, if present - Instrumentation, if present, e.g. Level, Temperature - Power supply","The failure locations for Tank with Electric Heater are: {'Flex hose, piping, fittings, if present', 'Tank Ground (Earth) Connection, if present', 'Gaskets, if present', 'Tank Immersion Heaters', 'Tank internal coating, if present', 'Access Hatch', 'Tank Breather, if present', 'Tank'}"
Tool_Pneu_HammerDrill_V0,Tool - Pneumatic - Hammer Drill,"The equipment Tool - Pneumatic - Hammer Drill, is categorized as Miscellaneous Asset and has the following boundary: A Tool - Pneumatic - Hammer Drill is a valveless hammer drill that incorporates an independently controlled gear-type, nitrogen/air powered, rotation motor to rotate the drill steel and bit. General specification: Air motor produces 3 Hp at 90 psi  providing 185 lb-ft of torque at 100-250 rpm.   Included: - Pneumatic (nitrogen/air) driven hammer drill with air motor (only)  Excluded: - Remote nitrogen/air control manifold - Nitrogen/Air Supply - Nitrogen/Air hoses (lines), connection, and valves - Nitrogen/Air line (hose) lubricator - Nitrogen/Air lubricating fluid reservoir and heater  - Lubricating oil (hydraulic oil) - Any type of support device, rig, or structure - Hydraulic tank, fluid, and hoses - Operating console","The failure locations for Tool - Pneumatic - Hammer Drill are: {'Rubber - Nitrogen/Air Tube', 'Lock Plate, Tabbed Washer, or Keys', 'Packing - Nitrogen/Air Tube', 'Cylinder Body', 'Sleeve, Liner, Bushing, Slip Ring, or Shank Aligner', 'Spring', 'Fasteners (Bolts, Nuts, T-Bolt, Tie Rod and Nut) - External', 'Striking Bar', 'O-rings', 'Gears - Drive, Intermediate, Idler', 'Piston', 'Tube - Nitrogen/Air Tube, Flushing Pipe, Shaft Tube', 'Bearings - Needle Type (includes Thrust)', 'Pin Slots', 'Chuck', 'Housing, Cover, Backhead, or Manifold', 'Spacers, Rings, Seats, Adapters', 'Air Pipe (Hose) and Connectors (device only - not main nitrogen/air supply)', 'Nitrogen/Air Supply Line Connector to Drill and Air Motor', 'Gears and Shafts - Drive, Intermediate, Idler', 'Plugs, Caps', 'Exhaust Muffler', 'Nitrogen/Air Supply Quality', 'Drill Steel', 'Exhaust Swivel', 'Pins - Alignment, Roll, Spring, Shear'}"
Trailer_Enclosure_V0,Trailer with Enclosure,"The equipment Trailer with Enclosure, is categorized as Facility Asset and has the following boundary: The boundary of this component is a road capable lighted, enclosed towable trailer with electric or standard brakes containing the following items:   Note: This trailer  is not a long haul (semi) trailer. - Trailer bed - Enclosure - Suspension and levelers - Tires, wheels,  - Brakes (electric and/or hydraulic) - Lights (road, interior, exterior)  - Hitch/coupler - Electric brake battery and charger (if present)  Excluded are: - Any external hookups for power, etc. - Skid base plate or frame for mounted equipment, such as engines, pumps, generators, etc..","The failure locations for Trailer with Enclosure are: {'Trailer - Brakes - Electric', 'Trailer - Wheel Rims', 'Trailer - Levelers', 'Trailer - Tires', 'Trailer - Suspension', 'Trailer - Bed, Frame, and Lifting Lugs', 'Trailer - Battery Charger, if present', 'Trailer - Enclosure - Panels or Control Boxes, including hinges, gaskets, handles', 'Trailer - Hitch or Coupling', 'Trailer - Wheel Bearings', 'Trailer - Enclosure - Door Gas Springs', 'Trailer - Enclosure - Doors and Latches', 'Trailer - Battery (Backup power for electric breaks), if present', 'Trailer - Jack and Stand', 'Trailer - Brakes - Hydraulic', 'Trailer - Electric Lights', 'Trailer - Brakes - Electric and Wiring', 'Trailer - Wheel Bearing Grease'}"
TURB_1800_1,Main Turbine - 1800RPM - HP,"The equipment Main Turbine - 1800RPM - HP, is categorized as Rotating Asset and has the following boundary: The boundary of the Main Steam Turbine HP section similar to those in nuclear applications for the purpose of this database is defined to include the following:  ,Turbine (rotating and stationary components) ,Turbine driven oil pump ,Journal bearings and thrust bearings ,Foundation (pedestal, keys, bolting) above turbine/condenser exhaust flange ,Couplings ,Steam seals ,Insulation/appearance lagging  Exclude: ,Steam valves ,All expansion joints ,Auxiliary e.g. oil and control systems ,Generator, excitation, and auxiliary systems ,Special tooling and crane  Note:  Direction of rotation is not important.  However, left/right side differentiation is looking from the turbine toward the generator.  Turbine end is designated TE, and generator end as GE.","The failure locations for Main Turbine - 1800RPM - HP are: {'HP horizontal joint', 'HP Casing pressure instruments', 'Supervisory Instrumentation -  Vibration probes - shaft rider and non-contacting', 'Supervisory Instrumentation -  Shell temperature indicators', 'HP Bearings (journals only)', 'HP Dovetail/Blade Attachment', 'HP blade tip packing', 'HP Casing diaphragm and gland fits', 'HP sliding feet', 'HP Couplings', 'Front Standard Shaft-driven pump impeller, if present', 'HP Bearings (journal and thrust)', 'HP oil deflectors', 'HP Rotor Bore', 'HP stationary diaphragms/blade ring packing', 'HP Blades Covers', 'HP Casing insulation, all types', 'HP nozzle blocks', 'HP stationary diaphragms/blade rings', 'HP Journals', 'HP Blade Root', 'Front Standard Stub/Quill shaft', 'HP oil seals', 'HP end gland packing/steam seals', 'HP Casing piping bolted joint flanges', 'Supervisory Instrumentation -  Bearing Metal Temperature Detector (RTD)', 'HP Casing horizontal/vertical joints', 'HP gib/centering keys', 'HP Wheel/Disk', 'HP Blades', 'HP Casing access covers', 'HP equalizer line'}"
TURB_1800_2,Main Turbine - 1800RPM - LP,"The equipment Main Turbine - 1800RPM - LP, is categorized as Rotating Asset and has the following boundary: The boundary of the Main Steam Turbine LP section similar to those in nuclear applications for the purpose of this database is defined to include the following:  ,Turbine (rotating and stationary components) and exhaust hood ,Turbine driven oil pump, lift/jacking pumps ,Mid standard components ,Journal bearings and thrust bearings ,Foundation (pedestal, keys, bolting) above turbine/condenser exhaust flange ,Turning gear ,Couplings ,Performance/data acquisition piping ,Steam seals ,Insulation/appearance lagging  Exclude: ,Steam valves ,All expansion joints ,Auxiliary e.g. oil and control systems ,Generator, excitation, and auxiliary systems ,Special tooling and crane  Note:  Direction of rotation is not important.  However, left/right side differentiation is looking from the turbine toward the generator.  Turbine end is designated TE, and generator end as GE.","The failure locations for Main Turbine - 1800RPM - LP are: {'LP stationary diaphragms/blade rings', 'LP Casing piping bolted joint flanges', 'Supervisory Instrumentation -  Last Stage Bucket Temperature', 'LP end gland packing/steam seals', 'Supervisory Instrumentation -  Vibration probes - shaft rider and non-contacting', 'LP Exhaust Hood Sprays', 'Supervisory Instrumentation -  Shell temperature indicators', 'LP Couplings', 'LP Lift/Jacking Pumps', 'LP Blade Attachment pins', 'LP Dovetail/Blade Attachment', 'Supervisory Instrumentation -  Exhaust Hood steam Temperature indicators', 'LP oil deflectors', 'LP Casing access covers', 'LP Rotor Bore, if present', 'LP Casing piping bolted joint flanges (internal and external)', 'LP inner shell bolting shield', 'LP Blade Root', 'LP Blades Covers', 'Performance piping', 'LP Casing temperature instruments', 'LP horizontal joint', 'LP Rupture disk', 'LP blade tip packing', 'LP oil seals', 'LP Bearings (journals)', 'LP Journals', 'LP Coupling cover', 'LP Blades', 'Turning gear', 'LP stationary diaphragms/blade ring packing', 'LP Casing horizontal/vertical joints', 'LP Wheel/Disk', 'Supervisory Instrumentation -  Bearing Metal Temperature Detector (RTD)', 'LP gib/centering keys', 'LP Bearing Oil Overflow Drains', 'LP Casing diaphragm and gland fits', 'LP sliding feet, if present'}"
TURB_3600_1,Main Turbine - 3600RPM - HP,"The equipment Main Turbine - 3600RPM - HP, is categorized as Rotating Asset and has the following boundary: The boundary of the 3600 RPM Main Steam Turbine HP section in fossil applications for the purpose of this database is defined to include the following:  ,Turbine (rotating and stationary components) ,Turbine driven oil pump, lift/jacking pumps ,Front and mid standard components ,Journal bearings and thrust bearings ,Foundation (pedestal, keys, bolting) above turbine/condenser exhaust flange ,Turning gear ,Couplings ,Performance/data acquisition piping ,Steam seals ,Insulation/appearance lagging  Exclude: ,Steam valves ,All expansion joints ,Auxiliary e.g. oil and control systems ,Generator, excitation, and auxiliary systems ,Special tooling and crane  Note:  Direction of rotation is not important.  However, left/right side differentiation is looking from the turbine toward the generator.  Turbine end is designated TE, and generator end as GE.","The failure locations for Main Turbine - 3600RPM - HP are: {'HP Casing pressure instruments', 'HP Blade Roots', 'Front Standard - Control rotor (impeller, shaft, steady rest bearing, grounding shoes), if present', 'Turbine Supervisory Instrumentation -  Last Stage Bucket Temperature', 'HP Casing diaphragm and gland fits', 'HP Couplings', 'Turbine Supervisory Instrumentation -  Bearing Metal Temperature Detector (RTD)', 'Front Standard - Quill shaft', 'HP Bearings (journal and thrust)', 'HP Bearings (journal only)', 'HP Packing land', 'HP equalizer valve', 'Standard - sliding feet', 'HP oil deflectors', 'HP blade tip seal strips', 'HP Rotor Bore', 'Front Standard - Shaft-driven pump impeller wear rings, if present', 'HP Blades Covers', 'Turbine Supervisory Instrumentation -  Position switches and indicators, Casing differential and expansion', 'Turbine Supervisory Instrumentation -  Shell, Lube oil, and Steam pressures and temperatures', 'Turbine Supervisory Instrumentation -  Vibration probes - shaft rider and non-contacting', 'HP Casing insulation, all types', 'Front Standard - Shaft-driven pump impeller, if present', 'Turbine Supervisory Instrumentation -  Shell temperature indicators', 'HP nozzle blocks', 'HP Journals', 'HP Rotor Body - wheel and disk', 'Turbine Supervisory Instrumentation -  Exhaust Hood steam Temperature indicators', 'HP Blade Root', 'HP oil seals', 'HP Casing piping bolted joint flanges', 'HP Casing horizontal/vertical joints', 'HP gib/centering keys', 'HP Diaphragms', 'HP Blades', 'HP Heat Groove'}"
TURB_3600_2,Main Turbine - 3600RPM - IP,"The equipment Main Turbine - 3600RPM - IP, is categorized as Rotating Asset and has the following boundary: The boundary of the 3600RPM Main Steam Turbine IP section in fossil applications for the purpose of this database is defined to include the following:  ,Turbine (rotating and stationary components) ,Mid standard components ,Journal bearings and thrust bearings ,Foundation (pedestal, keys, bolting) above turbine/condenser exhaust flange ,Turning gear ,Couplings ,Performance/data acquisition piping ,Steam seals ,Insulation/appearance lagging  Exclude: ,Steam valves ,All expansion joints ,Auxiliary e.g. oil and control systems ,Generator, excitation, and auxiliary systems ,Special tooling and crane  Note:  Direction of rotation is not important.  However, left/right side differentiation is looking from the turbine toward the generator.  Turbine end is designated TE, and generator end as GE.","The failure locations for Main Turbine - 3600RPM - IP are: {'IP nozzle blocks', 'IP blade tip seal strips', 'IP Bearings (journal only)', 'Turbine Supervisory Instrumentation -  Last Stage Bucket Temperature', 'IP Couplings', 'IP Rotor Bore', 'Turbine Supervisory Instrumentation -  Bearing Metal Temperature Detector (RTD)', 'IP Casing horizontal/vertical joints', 'IP Diaphragms', 'IP Casing diaphragm and gland fits', 'IP Casing insulation, all types', 'IP Packing land', 'IP Blades', 'IP oil seals', 'Standard - sliding feet', 'IP Rotor Body - wheel and disk', 'Turbine Supervisory Instrumentation -  Position switches and indicators, Casing differential and expansion', 'Turbine Supervisory Instrumentation -  Shell, Lube oil, and Steam pressures and temperatures', 'Turbine Supervisory Instrumentation -  Vibration probes - shaft rider and non-contacting', 'IP Blade Root', 'IP Casing piping bolted joint flanges', 'Turbine Supervisory Instrumentation -  Shell temperature indicators', 'IP Blades Covers', 'IP Heat Groove', 'Turbine Supervisory Instrumentation -  Exhaust Hood steam Temperature indicators', 'IP Bearings (journal and thrust)', 'IP oil deflectors', 'IP Journals', 'IP Blade Roots', 'IP Casing pressure instruments', 'IP gib/centering keys', 'IP equalizer valve'}"
TURB_3600_3,Main Turbine - 3600RPM - LP,"The equipment Main Turbine - 3600RPM - LP, is categorized as Rotating Asset and has the following boundary: The boundary of the 3600 RPM Main Steam Turbine LP section in fossil applications for the purpose of this database is defined to include the following:  ,Turbine (rotating and stationary components) and exhaust hood ,Journal bearings ,Foundation (pedestal, keys, bolting) above turbine/condenser exhaust flange ,Turning gear ,Couplings ,Performance/data acquisition piping ,Steam seals ,Insulation/appearance lagging  Exclude: ,Steam valves ,All expansion joints ,Auxiliary e.g. oil and control systems ,Generator, excitation, and auxiliary systems ,Special tooling and crane  Note:  Direction of rotation is not important.  However, left/right side differentiation is looking from the turbine toward the generator.  Turbine end is designated TE, and generator end as GE.","The failure locations for Main Turbine - 3600RPM - LP are: {'LP stationary diaphragms/blade rings', 'LP Casing piping bolted joint flanges', 'LP end gland packing/steam seals', 'LP Exhaust Hood Sprays', 'LP Couplings', 'Turbine Supervisory Instrumentation -  Last Stage Bucket Temperature', 'LP Lift/Jacking Pumps', 'LP Turning gear', 'LP Blade Attachment pins', 'LP Dovetail/Blade Attachment', 'Turbine Supervisory Instrumentation -  Bearing Metal Temperature Detector (RTD)', 'LP Bearings (journal)', 'LP oil deflectors', 'LP Casing access covers', 'LP Rotor Bore, if present', 'LP Casing piping bolted joint flanges (internal and external)', 'LP inner shell bolting shield', 'LP Blade Root', 'LP Blades Covers', 'Performance piping', 'LP Casing temperature instruments', 'LP horizontal joint', 'LP Rupture disk', 'LP blade tip packing', 'Turbine Supervisory Instrumentation -  Position switches and indicators, Casing differential and expansion', 'Turbine Supervisory Instrumentation -  Shell, Lube oil, and Steam pressures and temperatures', 'Turbine Supervisory Instrumentation -  Vibration probes - shaft rider and non-contacting', 'LP oil seals', 'LP Journals', 'LP Coupling cover', 'Turbine Supervisory Instrumentation -  Shell temperature indicators', 'LP Blades', 'LP stationary diaphragms/blade ring packing', 'LP Casing horizontal/vertical joints', 'LP Wheel/Disk', 'Turbine Supervisory Instrumentation -  Exhaust Hood steam Temperature indicators', 'LP gib/centering keys', 'LP Bearing Oil Overflow Drains', 'LP Casing diaphragm and gland fits', 'LP sliding feet, if present'}"
TURB_EHC_1,Main Turbine - EHC Hydraulics,"The equipment Main Turbine - EHC Hydraulics, is categorized as Rotating Asset and has the following boundary: The boundary of the main steam turbine’s EHC hydraulic fluid and associated components for the purpose of this database is defined to include:  ,EHC fluid ,Fluid supply and treatment components ,Servo-valves ,Solenoid valves ,Mechanical shutoff valves ,Instrumentation ,Hydraulically operated components directly activated by the EHC fluid.  Excluded from the boundary are the valve bodies of steam valves and their internals e.g. control, stop, MSIV, and electronic controls.  Low voltage motors are also excluded as they can be found by referring to Motor - Low Voltage","The failure locations for Main Turbine - EHC Hydraulics are: {'Main Pump Rotating Components', 'Pump Coupling', 'Relief Valves', 'Mechanical Filter and Strainers, e.g. Metal, Cellulose, and Synthetic Fiber Medias', 'Heaters', 'Cabling', 'Actuators, hydraulic', 'Chemical Filter: Fullers Earth, Activated Alumina, or Modified Activated Alumina', 'Actuators, diaphragm', 'Temperature Switch', 'Unloader Valves, and Flow Control Valves', 'Accumulators', 'Cabinet fan', 'Level and Limit Switches', 'Solenoid Valves; e.g. Test, Trip, and Lockout', 'Pressure Switches', 'Actuators, mechanical, e.g. Trip and Shutoff', 'Coolers', 'Check Valve', 'Phosphate Ester Fluid', 'Tubing, Piping and Supports', 'Servo Valves', 'Breather (Desiccant media, silica gel and activated alumina)', 'Pressure Compensator'}"
TURB_GSSYS_1,Main Turbine Gland Steam System with Atemperator,"The equipment Main Turbine Gland Steam System with Atemperator, is categorized as Fixed Asset and has the following boundary: The boundary of the Main Turbine Gland Steam Seal System with an Atemperator or Desuperheater contains:  - Gland seals, also called N-packing - Gland Steam Packing Condenser - Exhauster - Spillover valve - Gland Steam regulator (steam pressure regulator)  - Atemperator (Desuperheater) - Piping and check valves - Steam trap  Excluding: - Performance measurement - Ram tubes - Flow measurement devices","The failure locations for Main Turbine Gland Steam System with Atemperator are: {'Strainers', 'Desuperheater (Atemperator) - Spray Nozzles', 'Gland Packing', 'Gland Packing - Spring Back Type only', 'Check Valves', 'Relief Valves', 'Steam Seal Bypass Unloading Valve', 'Header Pressure Indicator', 'Gland Seal (or steam packing) Condenser Exhauster', 'Gland Seal (or steam packing) Condenser Condensate Supply', 'Gland Seal Pressure Controller', 'Gland Packing Housing', 'Gland seal (or steam packing) Condenser', 'Orifices', 'Piping', 'Gland Seal (or steam packing) Drain', 'Desuperheater (Atemperator) - Controller'}"
TURB_GSSYS_2,Main Turbine Gland Steam System without Atemperator,"The equipment Main Turbine Gland Steam System without Atemperator, is categorized as Fixed Asset and has the following boundary: The boundary of the Main Turbine Gland Steam Seal System without an Atemperator or Desuperheater contains:  - Gland seals, also called N-packing - Gland Steam Packing Condenser - Exhauster - Spillover valve - Gland Steam regulator (steam pressure regulator)  - Piping and check valves - Steam trap  Excluding: - Performance measurement - Ram tubes - Flow measurement devices","The failure locations for Main Turbine Gland Steam System without Atemperator are: {'Strainers', 'Gland Packing', 'Steam Seal Bypass Unloading Valve', 'Gland Packing - Spring Back Type only', 'Check Valves', 'Relief Valves', 'Header Pressure Indicator', 'Gland Seal (or steam packing) Condenser Exhauster', 'Gland Seal (or steam packing) Condenser Condensate Supply', 'Gland Seal Pressure Controller', 'Gland Packing Housing', 'Gland seal (or steam packing) Condenser', 'Orifices', 'Piping', 'Gland Seal (or steam packing) Drain'}"
TURB_LOHX_1,Main Turbine Lube Oil Heat Exchanger,"The equipment Main Turbine Lube Oil Heat Exchanger, is categorized as Fixed Asset and has the following boundary: The boundary of tube type heat exchangers for the purpose of this database is defined to include the following:  ,Heat exchanger nozzle to nozzle, including shells, supports and tubes  ,Exclude control systems and devices, e.g. temperature and pressure control valves, safety relief valves, and insulation.","The failure locations for Main Turbine Lube Oil Heat Exchanger are: {'Shell, Inlet and Outlet Nozzles', 'Tube Sheets', 'Closure Devices, Channel Partitions, Reversing Chambers, and Flange', 'Tube Joint: Welded', 'Internal Hardware; including: Baffle Plates, Support Plates, Tie Rods, and Spacers', 'Tubes', 'Tube Joint: Rolled'}"
TURB_LOPM_1,Main Turbine Lube Oil AC Aux_Startup Oil Pump and Motor,"The equipment Main Turbine Lube Oil AC Aux_Startup Oil Pump and Motor, is categorized as Rotating Asset and has the following boundary: The boundary of the AC Aux_Startup Oil Pump and Motor for the purpose of this database is defined to include the following: ,Electric motor and motor leads ,Internal motor heaters ,Pump and motor mounting ,Pump/motor coupling ,Pump  Not included is the pump discharge check valve (which is located in the main lube oil reservoir), motor feeder cables, DC breaker, and motor controls.","The failure locations for Main Turbine Lube Oil AC Aux_Startup Oil Pump and Motor are: {'Motor Machine Fits', 'Pump / Motor Mount', 'Pump Impeller', 'Pump Bearing Oil Supply Line', 'Motor Frame and Enclosure', 'Motor Gaskets', 'Motor Leads and Electrical Connections', 'Motor Bearings: Antifriction', 'Motor Shaft', 'Pump Casing Vent', 'Motor Bearing Seal', 'Pump Bearing Retainers', 'Pump Bearings - Thrust', 'Pump Bearings - Sleeve', 'Motor Cooling Fan', 'Pump Discharge Head', 'Pump Gaskets', 'Pump Column Piping', 'Motor Space Heaters', 'Motor Cast Rotor: Rotor bars and shorting rings', 'Pump Wear rings', 'Pump / Motor Coupling', 'Pump Mechanical Seal', 'Pump Shaft', 'Motor Stator - Windings', 'Pump Suction Strainer'}"
TURB_LOPM_2,Main Turbine Lube Oil AC Bearing Oil Pump and Motor,"The equipment Main Turbine Lube Oil AC Bearing Oil Pump and Motor, is categorized as Rotating Asset and has the following boundary: The boundary of the AC Bearing Oil Pump and Motor for the purpose of this database is defined to include the following: ,Electric motor and motor leads ,Internal motor heaters ,Pump and motor mounting ,Pump/motor coupling ,Pump  Not included is the pump discharge check valve (which is located in the main lube oil reservoir), motor feeder cables, DC breaker, and motor controls.","The failure locations for Main Turbine Lube Oil AC Bearing Oil Pump and Motor are: {'Motor Machine Fits', 'Pump / Motor Mount', 'Pump Impeller', 'Pump Bearing Oil Supply Line', 'Motor Frame and Enclosure', 'Motor Gaskets', 'Motor Leads and Electrical Connections', 'Motor Bearings: Antifriction', 'Motor Shaft', 'Pump Casing Vent', 'Motor Bearing Seal', 'Pump Bearing Retainers', 'Pump Bearings - Thrust', 'Pump Bearings - Sleeve', 'Motor Cooling Fan', 'Pump Discharge Head', 'Pump Gaskets', 'Pump Column Piping', 'Motor Space Heaters', 'Motor Cast Rotor: Rotor bars and shorting rings', 'Pump Wear rings', 'Pump / Motor Coupling', 'Pump Mechanical Seal', 'Pump Shaft', 'Motor Stator - Windings', 'Pump Suction Strainer'}"
