TypeData.CompTypeID,TypeData.GenCompType,failure_locations
Bumper_1_V0,Bumper - Hydraulic,"['Safety Cables', 'Metering Orifice', 'Bumper Head and Bracket', 'Hydraulic Cylinder - Seals', 'Dust Cover, if present', 'Plunger', 'Separator Piston', 'Hydraulic Cylinder', 'Plunger Sealing Ball', 'Metering Pin']"
Bumper_2_V0,Bumper - Spring,"['Safety Cables', 'Bolting', 'Spring Plunger', 'Bumper Head and Bracket', 'Spring', 'Mounting Bracket', 'Stationary Cylinder']"
Bumper_3_V0,Bumper - Solid,"['Safety Cables', 'Bolting', 'Spring Plunger', 'Bumper Head and Bracket', 'Spring', 'Mounting Bracket', 'Stationary Cylinder']"
CBL_PLT_Control_1_V0,Cable - Plant - Control - Silicon Rubber Insulation and Sheath,"['Terminal Boards', 'Splice - Heat Shrink (XLPO - Cross Linked Polyolefin)', 'Insulation and Sheath - Silicon Rubber', 'Termination - lugs']"
CBL_PLT_Instrumentation_1_V0,Cable - Plant - Instrumentation - CPE Jacket with FREP Insulation,"['Splice - Heat Shrink (XLPO - Cross Linked Polyolefin)', 'Insulation - FREP (Flame Retardant Ethylene-Propylene)', 'Jacket - CPE (Chlorinated Polyethylene) with Aluminized Mylar Shield Tape and Drain Wire', 'Terminal Boards', 'Termination - lugs']"
CBL_PLT_LVPwrandCtrl_1_V0,Cable - Plant - Low Power and Control - CSPE Jacket with XLPE Insulation,"['Splice - Heat Shrink (XLPO - Cross Linked Polyolefin)', 'Jacket - Hypalon/CSPE (Chlorosulphonated Polyethylene)', 'Terminal Boards', 'Insulation - XLPE (Cross Linked Polyethylene)', 'Termination - lugs']"
CBL_PLT_LVPwrandCtrl_2_V0,Cable - Plant - Low Power and Control - Neoprene Jacket with XLPE Insulation,"['Splice - Heat Shrink (XLPO - Cross Linked Polyolefin)', 'Jacket - Neoprene', 'Terminal Boards', 'Insulation - XLPE (Cross Linked Polyethylene)', 'Termination - lugs']"
CBL_Power_Buried_1,Cable - Buried Power - Jacketed - Butyl,"['Cable - insulation', 'Splices', 'Cable - conductor', 'Cable - outer jacket', 'Cable - neutral (concentric or taped only)', 'Terminations', 'Cable - insulation shield']"
CBL_Power_Buried_2,Cable - Buried Power - Jacketed - EPR-DF,"['Cable - insulation', 'Splices', 'Cable - conductor', 'Cable - outer jacket', 'Cable - neutral (concentric or taped only)', 'Terminations', 'Cable - insulation shield']"
CBL_Power_Buried_3,Cable - Buried Power - Jacketed - EPR-DR,"['Cable - insulation', 'Splices', 'Cable - conductor', 'Cable - outer jacket', 'Cable - neutral (concentric or taped only)', 'Terminations', 'Cable - insulation shield']"
CBL_Power_Buried_4,Cable - Buried Power - Jacketed - TR-XLP,"['Cable - insulation', 'Splices', 'Cable - conductor', 'Cable - outer jacket', 'Cable - neutral (concentric or taped only)', 'Terminations', 'Cable - insulation shield']"
CBL_Power_Buried_5,Cable - Buried Power - Jacketed - XLP-HMWPE,"['Cable - insulation', 'Splices', 'Cable - conductor', 'Cable - outer jacket', 'Cable - neutral (concentric or taped only)', 'Terminations', 'Cable - insulation shield']"
CBL_Power_Buried_6,Cable - Buried Power - PILC,"['Cable - insulation', 'Splices', 'Splices -  transition to extruded cable', 'Cable - conductor', 'Terminations - lead', 'Terminations - extruded', 'Cable - lead sheath (jacketed and unjacketed)', 'Cable - outer jacket, if present']"
CBL_Power_Buried_7,Cable - Buried Power - Unjacketed - Butyl,"['Cable - insulation', 'Splices', 'Cable - conductor', 'Cable - neutral (concentric or taped only)', 'Terminations', 'Cable - insulation shield']"
CBL_Power_Buried_8,Cable - Buried Power - Unjacketed - EPR-DF,"['Cable - insulation', 'Splices', 'Cable - conductor', 'Cable - neutral (concentric or taped only)', 'Terminations', 'Cable - insulation shield']"
CBL_Power_Buried_9,Cable - Buried Power - Unjacketed - TR-XLP,"['Cable - insulation', 'Splices', 'Cable - conductor', 'Cable - neutral (concentric or taped only)', 'Terminations', 'Cable - insulation shield']"
CBL_Power_Buried_10,Cable - Buried Power - Unjacketed - XLP-HMWPE,"['Cable - insulation', 'Splices', 'Cable - conductor', 'Cable - neutral (concentric or taped only)', 'Terminations', 'Cable - insulation shield']"
CBL_PWR_PLT_BLK_EPR_Duct_1,"Cable - Plant - 5-15kV - Black EPR - Jacketed-Shielded - Duct/Conduit/Tray - wet/dry cable, dry termination, no splice","['Cable - insulation', 'Cable - conductor', 'Cable - outer jacket', 'Cable - insulation shield (polymer tape)', 'Terminations - dry', 'Cable - taped metal shield', 'Cable - insulation shield (cotton tape)']"
CBL_PWR_PLT_BLK_EPR_Duct_2,"Cable - Plant - 5-15kV - Black EPR - Jacketed-Shielded - Duct/Conduit/Tray - wet/dry cable, outdoor termination, no splice","['Cable - insulation', 'Cable - conductor', 'Cable - outer jacket', 'Cable - insulation shield (polymer tape)', 'Terminations - outdoor', 'Cable - taped metal shield', 'Cable - insulation shield (cotton tape)']"
CBL_PWR_PLT_BLK_EPR_DuctNS_1,"Cable - Plant - 5kV - Black EPR - Jacketed-Non-Shielded - Duct/Conduit/Tray - wet/dry cable, dry termination, no splice","['Cable - conductor', 'Cable - insulation', 'Cable - outer jacket', 'Terminations - dry']"
CBL_PWR_PLT_BLK_EPR_DuctNS_2,"Cable - Plant - 5kV - Black EPR - Jacketed-Non-Shielded - Duct/Conduit/Tray - wet/dry cable, outdoor termination, no splice","['Terminations - outdoor', 'Cable - conductor', 'Cable - insulation', 'Cable - outer jacket']"
CBL_PWR_PLT_BLK_EPR_DuctNS_3,"Cable - Plant - 5kV - Black EPR - Jacketed-Non-Shielded - Duct/Conduit/Tray - wet/dry cable, outdoor termination, wet/dry splice","['Splices', 'Cable - insulation', 'Cable - conductor', 'Cable - outer jacket', 'Terminations - outdoor']"
CBL_PWR_PLT_BLK_EPR_UG_1,"Cable - Plant - 5-35kV - Black EPR - Jacketed-Shielded - Underground - wet cable, outdoor/dry termination, wet splice","['Cable - insulation', 'Splices', 'Cable - conductor', 'Cable - outer jacket', 'Terminations - outdoor or dry', 'Cable - insulation shield (polymer tape)', 'Cable - taped metal shield', 'Cable - insulation shield (cotton tape)']"
CBL_PWR_PLT_BRN_EPR_DR_Duct_1,"Cable - Plant - 5-15kV - Brown EPR - Discharge Resistant - Jacketed-Shielded - Duct/Conduit/Tray - wet/dry cable, dry termination, no splice","['Cable - insulation shield (extruded polymer)', 'Cable - insulation', 'Cable - conductor', 'Cable - outer jacket', 'Terminations - dry', 'Cable - taped metal shield']"
CBL_PWR_PLT_BRN_EPR_DR_Duct_2,"Cable - Plant - 5-15kV - Brown EPR - Discharge Resistant - Jacketed-Shielded - Duct/Conduit/Tray - wet/dry cable, outdoor termination, no splice","['Cable - insulation shield (extruded polymer)', 'Cable - insulation', 'Cable - conductor', 'Cable - outer jacket', 'Terminations - outdoor', 'Cable - taped metal shield']"
CBL_PWR_PLT_BRN_EPR_DR_DuctNS_1,"Cable - Plant - 5kV - Brown EPR - Discharge Resistant - Jacketed-Non-Shielded - Duct/Conduit/Tray - wet/dry cable, dry termination, no splice","['Cable - conductor', 'Cable - insulation', 'Cable - outer jacket', 'Terminations - dry']"
CBL_PWR_PLT_BRN_EPR_DR_DuctNS_2,"Cable - Plant - 5kV - Brown EPR - Discharge Resistant - Jacketed-Non-Shielded - Duct/Conduit/Tray - wet/dry cable, outdoor termination, no splice","['Terminations - outdoor', 'Cable - conductor', 'Cable - insulation', 'Cable - outer jacket']"
CBL_PWR_PLT_BRN_EPR_DR_DuctNS_3,"Cable - Plant - 5kV - Brown EPR - Discharge Resistant - Jacketed-Non-Shielded - Duct/Conduit/Tray - wet/dry cable, outdoor termination, wet/dry splice","['Splices', 'Cable - insulation', 'Cable - conductor', 'Cable - outer jacket', 'Terminations - outdoor']"
CBL_PWR_PLT_BRN_EPR_DR_UG_1,"Cable - Plant - 5-35kV - Brown EPR - Discharge Resistant - Jacketed-Shielded - Underground - wet cable, outdoor/dry termination, wet splice","['Cable - insulation shield (extruded polymer)', 'Cable - insulation', 'Splices', 'Cable - conductor', 'Cable - outer jacket', 'Terminations - outdoor or dry', 'Cable - taped metal shield']"
CBL_PWR_PLT_BUTYL_Duct_1,"Cable - Plant - 5-15kV - Butyl - Jacketed-Shielded - Duct/Conduit/Tray - wet/dry cable, dry termination, no splice","['Cable - insulation', 'Cable - conductor', 'Cable - outer jacket', 'Terminations', 'Cable - insulation shield (polymer tape)', 'Cable - neutral (concentric or taped only)', 'Cable - insulation shield (cotton tape)']"
CBL_PWR_PLT_BUTYL_Duct_2,"Cable - Plant - 5-15kV - Butyl - Jacketed-Shielded - Duct/Conduit/Tray - wet/dry cable, outdoor termination, no splice","['Cable - insulation', 'Cable - conductor', 'Cable - outer jacket', 'Terminations', 'Cable - insulation shield (polymer tape)', 'Cable - neutral (concentric or taped only)', 'Cable - insulation shield (cotton tape)']"
CBL_PWR_PLT_BUTYL_DuctNS_1,"Cable - Plant - 5kV - Butyl - Jacketed-Non-Shielded - Duct/Conduit/Tray - wet/dry cable, dry termination, no splice","['Cable - conductor', 'Cable - insulation', 'Cable - outer jacket', 'Terminations - dry']"
CBL_PWR_PLT_BUTYL_DuctNS_2,"Cable - Plant - 5kV - Butyl - Jacketed-Non-Shielded - Duct/Conduit/Tray - wet/dry cable, outdoor termination, no splice","['Terminations - outdoor', 'Cable - conductor', 'Cable - insulation', 'Cable - outer jacket']"
CBL_PWR_PLT_BUTYL_DuctNS_3,"Cable - Plant - 5kV - Butyl - Jacketed-Non-Shielded - Duct/Conduit/Tray - wet/dry cable, outdoor termination, wet/dry splice","['Splices', 'Cable - insulation', 'Cable - conductor', 'Cable - outer jacket', 'Terminations - outdoor']"
CBL_PWR_PLT_BUTYL_UG_1,"Cable - Plant - 5-35kV - Butyl - Jacketed-Shielded - Underground - wet cable, outdoor/dry termination, wet splice","['Cable - insulation', 'Splices', 'Cable - conductor', 'Cable - outer jacket', 'Terminations - outdoor or dry', 'Cable - insulation shield (polymer tape)', 'Cable - neutral (concentric or taped only)', 'Cable - insulation shield (cotton tape)']"
CBL_PWR_PLT_PINK_EPR_DF_Duct_1,"Cable - Plant - 5-15kV - Pink EPR - Discharge Free - Jacketed-Shielded - Duct/Conduit/Tray - wet/dry cable, dry termination, no splice","['Cable - insulation shield (extruded polymer)', 'Cable - insulation', 'Cable - conductor', 'Cable - outer jacket', 'Terminations', 'Cable - taped metal shield']"
CBL_PWR_PLT_PINK_EPR_DF_Duct_2,"Cable - Plant - 5-15kV - Pink EPR - Discharge Free - Jacketed-Shielded - Duct/Conduit/Tray - wet/dry cable, outdoor termination, no splice","['Cable - insulation shield (extruded polymer)', 'Cable - insulation', 'Cable - conductor', 'Cable - outer jacket', 'Terminations - outdoor', 'Cable - taped metal shield']"
CBL_PWR_PLT_PINK_EPR_DF_DuctNS_1,"Cable - Plant - 5kV - Pink EPR - Discharge Free - Jacketed-Non-Shielded - Duct/Conduit/Tray - wet/dry cable, dry termination, no splice","['Cable - conductor', 'Terminations', 'Cable - insulation', 'Cable - outer jacket']"
CBL_PWR_PLT_PINK_EPR_DF_DuctNS_2,"Cable - Plant - 5kV - Pink EPR - Discharge Free - Jacketed-Non-Shielded - Duct/Conduit/Tray - wet/dry cable, outdoor termination, no splice","['Terminations - outdoor', 'Cable - conductor', 'Cable - insulation', 'Cable - outer jacket']"
CBL_PWR_PLT_PINK_EPR_DF_DuctNS_3,"Cable - Plant - 5kV - Pink EPR - Discharge Free - Jacketed-Non-Shielded - Duct/Conduit/Tray - wet/dry cable, outdoor termination, wet/dry splice","['Splices', 'Cable - insulation', 'Cable - conductor', 'Cable - outer jacket', 'Terminations - outdoor']"
CBL_PWR_PLT_PINK_EPR_DF_UG_1,"Cable - Plant - 5-35kV - Pink EPR - Discharge Free - Jacketed-Shielded - Underground - wet cable, outdoor/dry termination, wet splice","['Cable - insulation shield (extruded polymer)', 'Cable - insulation', 'Splices', 'Cable - conductor', 'Cable - outer jacket', 'Terminations - outdoor or dry', 'Terminations - outdoor', 'Cable - taped metal shield']"
CBL_PWR_PLT_Splice_1,Cable - Plant - Splice - 5-15kV,['Splices']
CBL_PWR_PLT_TR_XLPE_Duct_1,"Cable - Plant - 5-15kV - TR-XLPE - Jacketed-Shielded - Duct/Conduit/Tray - wet/dry cable, dry termination, no splice","['Cable - insulation shield (extruded polymer)', 'Cable - insulation', 'Cable - conductor', 'Cable - outer jacket', 'Terminations', 'Cable - taped metal shield']"
CBL_PWR_PLT_TR_XLPE_Duct_2,"Cable - Plant - 5-15kV - TR-XLPE - Jacketed-Shielded - Duct/Conduit/Tray - wet/dry cable, outdoor termination, no splice","['Cable - insulation shield (extruded polymer)', 'Cable - insulation', 'Cable - conductor', 'Cable - outer jacket', 'Terminations - outdoor', 'Cable - taped metal shield']"
CBL_PWR_PLT_TR_XLPE_UG_1,"Cable - Plant - 5-35kV - TR-XLPE - Jacketed-Shielded - Underground - wet cable, outdoor/dry termination, wet splice","['Cable - insulation shield (extruded polymer)', 'Cable - insulation', 'Splices', 'Cable - conductor', 'Cable - outer jacket', 'Terminations - outdoor or dry', 'Cable - taped metal shield']"
CBL_PWR_PLT_XLPE_Duct_1,"Cable - Plant - 5-15kV - XLPE - Jacketed-Shielded - Duct/Conduit/Tray - wet/dry cable, dry termination, no splice","['Cable - insulation', 'Cable - conductor', 'Cable - outer jacket', 'Terminations', 'Cable - insulation shield (extruded or taped polymer)', 'Cable - taped metal shield', 'Cable - insulation shield (cotton tape)']"
CBL_PWR_PLT_XLPE_Duct_2,"Cable - Plant - 5-15kV - XLPE - Jacketed-Shielded - Duct/Conduit/Tray - wet/dry cable, outdoor termination, no splice","['Cable - insulation', 'Cable - conductor', 'Cable - outer jacket', 'Cable - insulation shield (extruded or taped polymer)', 'Terminations - outdoor', 'Cable - taped metal shield', 'Cable - insulation shield (cotton tape)']"
CBL_PWR_PLT_XLPE_UG_1,"Cable - Plant - 5-35kV - XLPE - Jacketed-Shielded - Underground - wet cable, outdoor/dry termination, wet splice","['Cable - insulation', 'Splices', 'Cable - conductor', 'Cable - outer jacket', 'Cable - insulation shield (extruded or taped polymer)', 'Terminations - outdoor or dry', 'Cable - taped metal shield', 'Cable - insulation shield (cotton tape)']"
ChillerandCOMP_1,HVAC - Chiller & Centrifugal Compressor,"['Compressor, Shaft seal', 'Purge Unit', 'Heat Exchangers: Evaporator', 'Electronic/Electrical Devices: Transmitters, Temperature Control Valves, Programmable logic controls, Level/Flow switches, RTDS, I/P Transducers', 'Compressor, Gaskets', 'Compressor System Failure', 'Compressor, Lubrication Failure', 'Fasteners/ Hardware', 'Pressure Relief Valve (Safety Valve)', 'Oil Return System: Eductor, Sump Level switch, SOV', 'Refrigerant Metering Device', 'Compressor, Impeller', 'Solenoid Valves', 'Chiller Instrumentation and Control Devices: Capacity, Oil Pressure, Oil Level, Refrigerant High & Low Pressure, Freeze Protection', 'Gear Box', 'Coupling', 'Rupture disk', 'Heat Exchangers: Condenser', 'Capacity Control (PreRotation Vanes)', 'Bearings', 'Refrigerant Operated Control Valve']"
ChillerandCOMP_2,HVAC - Chiller & Reciprocating Compressor,"['Compressor, Shaft seal', 'Compressor, Relief Valve', 'Purge Unit', 'Compressor, Unloader Valve', 'Heat Exchangers: Evaporator', 'Electronic/Electrical Devices: Transmitters, Temperature Control Valves, Programmable logic controls, Level/Flow switches, RTDS, I/P Transducers', 'Compressor, Gaskets', 'Compressor, Lubrication Failure', 'Pulleys and Belts', 'Pressure Relief Valve (Safety Valve)', 'Compressor, Cylinders', 'Refrigerant Metering Device', 'Solenoid Valves', 'Compressor, Frame and Mounting', 'Chiller Instrumentation and Control Devices: Capacity, Oil Pressure, Oil Level, Refrigerant High & Low Pressure, Freeze Protection', 'Fasteners/Hardware', 'Rupture disk', 'Compressor, Shaft', 'Heat Exchangers: Condenser', 'Bearings', 'Refrigerant Operated Control Valve']"
ChillerandCOMP_3,HVAC - Chiller & Rotary Screw Compressor,"['Compressor, Shaft seal', 'Purge Unit', 'Heat Exchangers: Evaporator', 'Electronic/Electrical Devices: Transmitters, Temperature Control Valves, Programmable logic controls, Level/Flow switches, RTDS, I/P Transducers', 'Compressor, Gaskets', 'Fasteners/ Hardware', 'Pressure Relief Valve (Safety Valve)', 'Compressor, Rotors', 'Refrigerant Metering Device', 'Compressor, Capacity Slide Control Valve', 'Rupture Disk', 'Solenoid Valves', 'Chiller Instrumentation and Control Devices: Capacity, Oil Pressure, Oil Level, Refrigerant High & Low Pressure, Freeze Protection', 'Coupling', 'Compressor, Bull Gear', 'Compressor, Lubrication', 'Heat Exchangers: Condenser', 'Separator Oil Heater', 'Bearings', 'Refrigerant Operated Control Valve', 'Compressor, Oil Pump']"
CIP_Skid_V0,CIP - Clean In-Place Skid,"['Strainer', 'Flex Hoses, Flex Lines, and Fittings', 'Tri-Clamp Isolation Devices', 'Valve - Manual - Vent, Drain, and Isolation (Diaphragm type)', 'Instrumentation - Indicator and Transmitter (Conductivity, Flow, Level, Pressure, Temperature)', 'Instrumentation - Gauges or Indicators (Temperature, Pressure, Flow)', 'Tank', 'Valve - Manual - Vent, Drain, and Isolation (Gate, Globe, Plug)', 'Valve - Check (Swing Type)', 'Valve - Pressure Control Valve (Diaphragm Manual)', 'Pump Motor', 'Pump', 'Valve - Diaphragm (Air Operated)', 'E-Stops and Interlocks', 'Pipe and Fittings', 'Ground or Earth Connection', 'Filter - Process Air', 'VDF (Pump Motor Variable Frequency Drive)', 'Tank Rupture Disk', 'Valve - Ball (Air Operated)', 'Pipe and Instrument Penetrations, and Thermowells', 'Control Panel and Enclosure (Disconnect, Main Circuit Breaker, Relays, Terminations, Power Supply, Control Module, Lights, Switches, Alarms, Wiring, etc.)', 'PLC and HMI - (Programmable Logic Controller and Human Machine Interface Touch Screen)', 'Pipe Insulation', 'Valve - Temperature & Flow Control Valves (Air Operated)', 'Heat Exchanger', 'Filter - CIP Process Fluid', 'Valve - Relief', 'Steam Trap (Balanced Pressure Thermostatic Type)', 'Valve - Ball (Manual)']"
Cleaner_ESP_V0,Electrostatic Precipitator - High Voltage,"['Fan with Motor, if present', 'High Voltage Supply', 'Electrical Devices (micro switches, aux. switches, secondary disconnects, local control handle, fuse blocks, aux. relays, motor starter)', 'Tower', 'Electronic Controller', 'ESP Element', 'Covers', 'Wiring and Terminations', 'Transformer', 'Inlet Filter Media, if present']"
CNC_ContainerStacker_1,CNC Robotic Containerization System,"['Power wiring with connectors', 'External Corporate Information System - I/O bridge assembly', 'Container storage stand', 'Pneumatic Panel (lockout valves, regulator, filter)', 'Scanners (interface and trigger photo eyes)', 'Robot 1 & 2 Main Conveyor  (powered roller, driver card, idler rollers, O-ring drive belts, photo eyes/reflectors, 24 VDC power supplies, tray/tub lift, stop plates, right angle cross transfer belts, valve block, Main Control Power 1/2)', 'E-Stop switches and pull cord', 'Safety frame (fence, 4 gate entry boxes)', 'Warning/status light and horn', 'Remote Conveyor Control Station', 'Docking Stations - Container present photo sensors', 'Power Distribution Panel (transformer, 24 VDC power supply, relays, fuses, I/O module, main disconnect and etc)', 'System Console Cabinet (computer, UPS, hard drive module, monitor/keyboard, printer, External I/O interface cards, fans, filter)', 'Robot Interface box', 'Safety interlocks & Lexan door w/interlock', 'Gripper Assembly  (fingers, regulators, sensors, air valves and solenoids, containment plate, pressure switch, shelf lowering mechanical)', 'Serial measurement box (batteries, brake release)', 'External Corporate Information System - I/O 24 VDC Power Supplies', 'Safety barrier light curtain', 'Control wiring with connectors', 'Gantry robot 1 & 2 (axis 1-4 motor/gearbox, belts, counterbalance air tank & counterbalance cylinder, hard stops, lubricators, z axis arm)']"
